timeframe,timeframe_name,rank,rank_name,ranking,heroid,name,roles,lanes,win_rate_pct,pick_rate_pct,ban_rate_pct,meta_score,tier,counter_1,counter_2,counter_3,counter_4,counter_5,synergy_1,synergy_2,synergy_3,synergy_4,synergy_5,avatar_url
30d,Past 30 days,epic,Epic,126,41,Gatotkaca,"Tank, Fighter","Roam, Exp Lane",45.76,0.76,0.55,17.8,D,Zilong,Odette,Aurora,Saber,Miya,Angela,Floryn,Estes,Saber,Natalia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_96f9dbbc096e0f0a28f9b9e587d06a9c.png
30d,Past 30 days,epic,Epic,127,16,Zilong,"Fighter, Assassin",Exp Lane,45.66,1.21,0.98,19.6,D,Cici,Wanwan,Diggie,X.Borg,Irithel,Tigreal,Belerick,Yin,Gatotkaca,Franco,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9db57da4f0daef6d432676e4f19101ed.png
30d,Past 30 days,epic,Epic,128,26,Chou,Fighter,"Exp Lane, Roam",45.16,1.07,4.05,19.6,D,Yve,X.Borg,Fanny,Beatrix,Ixia,Minotaur,Tigreal,Khufra,Grock,Akai,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_158209b180032c4564b8f3bde8c48888.png
30d,Past 30 days,epic,Epic,129,47,Lancelot,Assassin,Jungle,44.14,0.48,0.82,12.8,D,Atlas,Yin,X.Borg,Baxia,Alpha,Angela,Natan,Obsidia,Dyrroth,Bruno,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_dc4b821e49b904715172136017798da3.png
30d,Past 30 days,epic,Epic,130,110,Valentina,Mage,Mid Lane,43.49,0.07,0.09,9.1,D,Atlas,Carmilla,X.Borg,Lapu-Lapu,Bane,Diggie,Bruno,Floryn,Sora,Alice,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_24837021ec9d7aaf41b13fa55b6d13c9.png
30d,Past 30 days,epic,Epic,131,17,Fanny,Assassin,Jungle,43.4,0.51,2.4,12.0,D,Granger,Gloo,X.Borg,Atlas,Lolita,Natan,Bruno,Edith,Masha,Obsidia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3391df36d6dcc54dd1c417098e15ec59.png
30d,Past 30 days,epic,Epic,132,79,Granger,Marksman,Gold Lane,43.25,1.18,2.07,14.1,D,Karina,Beatrix,Hanabi,Ixia,Julian,Popol and Kupa,Floryn,Roger,Harith,Baxia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_22/100_a7729262d5b4abdc34ae5181e964c235.png
30d,Past 30 days,epic,Epic,133,10,Franco,Tank,Roam,42.73,1.23,4.3,14.3,D,Diggie,Fanny,Angela,Floryn,Estes,Silvanna,Saber,Hanabi,Edith,Minsitthar,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2928027062e3c2a97bc3fd4a84897012.png
30d,Past 30 days,legend,Legend,1,132,Marcel,"Tank, Support","Exp Lane, Roam",58.89,0.31,29.94,66.4,S,Atlas,Sun,Akai,Chip,Johnson,Saber,Kalea,Carmilla,Atlas,Faramis,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b3a7602fe7ffd1e54bf8ea79ceadfa72.png
30d,Past 30 days,legend,Legend,2,14,Rafaela,Support,Roam,58.88,1.16,12.07,59.1,A,Natalia,Valir,Marcel,Cici,Alice,Carmilla,Atlas,Kaja,Kalea,Faramis,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_68277dce415742c4a98883151c693a07.png
30d,Past 30 days,legend,Legend,3,88,Masha,"Fighter, Tank",Exp Lane,56.48,0.56,13.03,51.3,A,Silvanna,Johnson,Hilda,Gloo,Helcurt,Aulus,Alice,Chip,Xavier,Granger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c97a314dc260dfad1311512ddc03f936.png
30d,Past 30 days,legend,Legend,4,108,Aulus,Fighter,Jungle,56.21,0.47,1.66,43.4,B,Gloo,Sun,Lolita,Minsitthar,Tigreal,Sora,Arlott,Masha,Benedetta,Cici,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_40839957990dbb59a9e5ec4da9f85a8e.png
30d,Past 30 days,legend,Legend,5,78,Khufra,Tank,Roam,55.9,0.3,1.41,41.8,B,Silvanna,Alucard,Wanwan,Johnson,Natalia,Natalia,Rafaela,Angela,Saber,Xavier,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2fe99f4001211d18b3d2b95d0d3dc395.png
30d,Past 30 days,legend,Legend,6,19,Minotaur,"Tank, Support",Roam,55.33,0.96,4.62,44.9,B,Lolita,Silvanna,Johnson,Khufra,Cyclops,Carmilla,Saber,Kaja,Chou,Kalea,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3ecd2c0843df7ec85044dafff6bf4553.png
30d,Past 30 days,legend,Legend,7,133,Hirara,,,55.14,0.68,59.99,70.6,S,Sun,Lolita,Hanzo,X.Borg,Masha,Angela,Floryn,Granger,Joy,Clint,https://akmweb.youngjoygame.com/web/svnres/img/test/homepage_2_2_16_1232_1/100_71224844b111f09367df00e4f9b97753.png
30d,Past 30 days,legend,Legend,8,112,Floryn,Support,Roam,54.89,1.08,12.29,48.9,A,Marcel,X.Borg,Alice,Faramis,Ling,Atlas,Carmilla,Baxia,Granger,Chip,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5a57b91e4914cf071a3849e352e530a5.png
30d,Past 30 days,legend,Legend,9,45,Argus,Fighter,Exp Lane,54.73,0.69,2.12,40.9,B,Helcurt,Karrie,Saber,Silvanna,Arlott,Alice,Badang,Balmond,Hilda,Gloo,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0bd96658e5b8ec578226ea1622bd7231.png
30d,Past 30 days,legend,Legend,10,127,Lukas,Fighter,"Exp Lane, Jungle",54.47,1.02,17.51,50.8,A,Ling,Natalia,Sun,Fanny,Tigreal,Chip,Floryn,Granger,Arlott,Phoveus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_20/100_63040edd0cf15b815fcbbb8b2d08d7f7.png
30d,Past 30 days,legend,Legend,11,20,Lolita,"Support, Tank",Roam,54.41,0.08,0.24,36.5,B,Cyclops,Chang'e,Harley,Edith,Bane,Kalea,Saber,Natalia,Silvanna,Minsitthar,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_474cea36a4bfdc7bf7d94530853a99b2.png
30d,Past 30 days,legend,Legend,12,48,Diggie,Support,Roam,54.36,0.18,2.78,38.3,B,Fredrinn,Alice,Tigreal,Guinevere,Badang,Baxia,Ixia,Carmilla,Natan,Beatrix,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b1bdf46136cb8a7903dae6d58e8349cb.png
30d,Past 30 days,legend,Legend,13,104,Gloo,Tank,"Exp Lane, Roam",54.12,0.71,37.63,60.7,S,Aamon,Johnson,Jawhead,Chang'e,Yin,Zilong,Helcurt,Natalia,Saber,Aldous,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_642/100_c472fe0233e5ef84a3ac9ba4a229d09f.png
30d,Past 30 days,legend,Legend,14,12,Bruno,Marksman,Gold Lane,53.89,0.63,0.82,37.7,B,Wanwan,Fanny,Ling,Hilda,Benedetta,Harith,Diggie,Fanny,Faramis,Joy,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ff39deb9c6afec3d977fdbe9d86f78cb.png
30d,Past 30 days,legend,Legend,15,92,Carmilla,"Support, Tank",Roam,53.55,1.05,4.99,41.1,B,Popol and Kupa,Chip,Estes,Johnson,Gloo,Diggie,Floryn,Angela,Rafaela,Mathilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6fb8f120dafdcbc1b5da2a2667016ad5.png
30d,Past 30 days,legend,Legend,16,84,Ling,Assassin,Jungle,53.48,0.73,1.06,37.2,B,Hanzo,Gloo,X.Borg,Silvanna,Atlas,Granger,Pharsa,Khufra,Odette,Barats,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_017bade52b9fc94bbc12615de6d75c08.png
30d,Past 30 days,legend,Legend,17,130,Obsidia,Marksman,Gold Lane,53.41,1.49,3.66,41.7,B,Benedetta,Helcurt,Fanny,Hanzo,Nolan,Carmilla,Harith,Nolan,Fanny,Yve,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_9c3daef5625bfade5c4cb8a219845dd3.png
30d,Past 30 days,legend,Legend,18,97,Benedetta,"Assassin, Fighter",Exp Lane,53.19,0.35,0.34,34.6,B,X.Borg,Alpha,Silvanna,Hanabi,Thamuz,Aulus,Alice,Julian,Fredrinn,Karina,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b4a5e537894bdc00787e80e4d3ada5dd.png
30d,Past 30 days,legend,Legend,19,34,Estes,Support,Roam,53.01,0.7,36.39,57.1,A,Diggie,Cyclops,Faramis,Cici,Balmond,Atlas,Carmilla,Kimmy,Saber,Ixia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ff4de3b0aabd1d2f6e184db1c831f6a9.png
30d,Past 30 days,legend,Legend,20,94,Popol and Kupa,Marksman,"Jungle, Gold Lane",52.81,0.39,0.31,33.8,B,Harley,Angela,Cyclops,Zilong,Mathilda,Lesley,Granger,Wanwan,Clint,Brody,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_1acbb23b9a50f412104047a60eb18808.png
30d,Past 30 days,legend,Legend,21,111,Edith,"Tank, Marksman","Exp Lane, Roam",52.73,0.35,0.25,33.4,B,Alice,Faramis,Claude,Esmeralda,Silvanna,Marcel,Khaleed,Diggie,Kaja,Natalia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_daab57918de01a6d5bb2ed6f45808a7e.png
30d,Past 30 days,legend,Legend,22,101,Yve,Mage,Mid Lane,52.63,0.05,0.05,31.8,B,Lolita,Faramis,Barats,Baxia,Roger,Zhuxin,Kalea,Granger,Harley,Nolan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_d9b0a1d92b1c4b3643d6332fd66aa8e6.png
30d,Past 30 days,legend,Legend,23,70,Belerick,Tank,Roam,52.63,1.8,53.21,68.8,S,Miya,Silvanna,Zilong,Zhask,Saber,Zilong,Saber,Helcurt,Rafaela,Angela,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5f2a9eca0bafd4ed8dc39a93c771b3af.png
30d,Past 30 days,legend,Legend,24,23,Gord,Mage,Mid Lane,52.49,0.72,1.02,34.7,B,Barats,Fredrinn,Lolita,Alice,Phoveus,Khufra,Sun,Karrie,Hilda,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_9513f5e10ec33f76747732eaf2082259.png
30d,Past 30 days,legend,Legend,25,99,Barats,"Tank, Fighter",Jungle,52.41,0.78,4.46,36.8,B,Silvanna,Phoveus,Alucard,Argus,Lolita,Floryn,Rafaela,Estes,Angela,Aulus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6495be044c2d28106e200f6918391d54.png
30d,Past 30 days,legend,Legend,26,57,Valir,Mage,Mid Lane,52.41,0.92,1.84,35.8,B,Fredrinn,Alice,Barats,Balmond,Leomord,Natalia,Harley,Hanzo,Baxia,Karrie,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_bf16690876761b80822df90eb3320d69.png
30d,Past 30 days,legend,Legend,27,76,Faramis,"Support, Mage",Mid Lane,52.24,0.08,0.26,31.1,B,Gloo,Sun,Ling,Wanwan,Chip,Rafaela,Marcel,Kaja,Floryn,Carmilla,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_04e575d648d7f7ac1174f4369595c3a2.png
30d,Past 30 days,legend,Legend,28,27,Sun,Fighter,"Exp Lane, Jungle",52.17,1.37,24.21,50.4,A,Jawhead,Layla,Karrie,Saber,Harley,Dyrroth,Balmond,Gatotkaca,Jawhead,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_117b5cdcc13232157075ce7b7f6177e9.png
30d,Past 30 days,legend,Legend,29,25,Kagura,Mage,Mid Lane,52.16,0.76,1.44,34.3,B,Lolita,Sun,Hanzo,Hanabi,Silvanna,Zhuxin,Harley,Granger,Odette,Freya,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da424b020b8ac8235d64a1b8a09aa749.png
30d,Past 30 days,legend,Legend,30,93,Atlas,Tank,Roam,52.0,0.99,12.3,41.4,B,Layla,Popol and Kupa,Estes,Lolita,Johnson,Floryn,Angela,Rafaela,Estes,Mathilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d974ac796678180ff8724b88e192898b.png
30d,Past 30 days,legend,Legend,31,60,Hanabi,Marksman,Gold Lane,51.87,3.0,9.03,47.1,A,Balmond,Popol and Kupa,Saber,Chip,Jawhead,Balmond,Franco,Tigreal,Hilda,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_8a9c1966feb34e85d7bdcc1ed01ffb5d.png
30d,Past 30 days,legend,Legend,32,105,Beatrix,Marksman,Gold Lane,51.86,0.68,0.49,32.6,B,Estes,Hanabi,Belerick,Barats,Minotaur,Diggie,Harith,Baxia,Popol and Kupa,Fredrinn,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4687eca874feec9017b448a0b9110d65.png
30d,Past 30 days,legend,Legend,33,50,Zhask,Mage,Mid Lane,51.78,0.37,0.61,31.3,B,Diggie,Lolita,Wanwan,Kaja,Arlott,Harley,Johnson,Natalia,Chip,Cyclops,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d8f170087cb2d5b71bb22a0a4664a927.png
30d,Past 30 days,legend,Legend,34,117,Fredrinn,"Fighter, Tank",Jungle,51.7,0.47,2.05,32.3,B,Gloo,Alucard,Saber,Esmeralda,Argus,Diggie,Angela,Ixia,Granger,Beatrix,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_dea170bfd5f26c41fb04e5edf72afedb.png
30d,Past 30 days,legend,Legend,35,43,Irithel,Marksman,Gold Lane,51.65,0.41,0.33,31.0,B,Wanwan,Beatrix,Ixia,Benedetta,Marcel,Harith,Popol and Kupa,Angela,Roger,Lunox,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_a7c51b517dbce49dac4e537bd4ab4f87.png
30d,Past 30 days,legend,Legend,36,80,Guinevere,Fighter,Exp Lane,51.62,0.94,4.32,35.4,B,Esmeralda,Karrie,Estes,Julian,Lunox,Aulus,Lukas,Fredrinn,Marcel,Phoveus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_901bdd5d4432a2c0290dfc71df615a5a.png
30d,Past 30 days,legend,Legend,37,15,Eudora,Mage,Mid Lane,51.58,1.99,57.02,66.9,S,Irithel,Floryn,Joy,Rafaela,Hero #133,Floryn,Rafaela,Estes,Marcel,Harley,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_60956060c4cbb86f3c6343da05b70568.png
30d,Past 30 days,legend,Legend,38,11,Bane,"Fighter, Mage","Jungle, Exp Lane",51.56,0.27,0.2,30.1,B,Faramis,Baxia,Phoveus,Odette,Khufra,Arlott,Yu Zhong,Sora,Hilda,Phoveus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_7e4e74bb161da0f477cc0d1819fa39e6.png
30d,Past 30 days,legend,Legend,39,75,Kadita,"Mage, Assassin",Mid Lane,51.47,0.99,5.52,35.9,B,Lolita,Johnson,Ixia,Sun,Silvanna,Floryn,Angela,Rafaela,Mathilda,Kaja,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_42b40ae7741d2eb81148c8f1e1ff614c.png
30d,Past 30 days,legend,Legend,40,13,Clint,Marksman,Gold Lane,51.46,0.79,0.91,32.3,B,Lolita,Karina,Belerick,Natalia,Lunox,Harith,Popol and Kupa,Aulus,Khufra,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5a8345c69a4c9c611fdfce91089fe74a.png
30d,Past 30 days,legend,Legend,41,98,Khaleed,Fighter,"Exp Lane, Roam",51.3,0.12,0.09,28.8,C,Zilong,Yin,Helcurt,Vale,Harley,Edith,Minsitthar,Bane,Silvanna,Saber,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_540a6a9d343842674ce002082366ec9d.png
30d,Past 30 days,legend,Legend,42,107,Natan,Marksman,Gold Lane,51.24,0.28,0.15,29.3,C,Sun,Gloo,Esmeralda,Zhask,Johnson,Diggie,Baxia,Chip,Fanny,Estes,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da02742f59013365923b216420bc4082.png
30d,Past 30 days,legend,Legend,43,30,Yi Sun-shin,"Assassin, Marksman",Jungle,51.17,1.57,10.14,40.3,B,Thamuz,Nana,Melissa,X.Borg,Benedetta,Floryn,Granger,Freya,Odette,Lesley,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_961378be3f498d42c25b3defd1635ad1.png
30d,Past 30 days,legend,Legend,44,67,Leomord,Fighter,Jungle,51.07,0.29,0.77,29.3,C,Saber,Lolita,Natalia,Belerick,Sun,Angela,Floryn,Martis,Natan,Diggie,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_554cdf13a7587fe08c5deed60132c61c.png
30d,Past 30 days,legend,Legend,45,24,Natalia,Assassin,"Jungle, Roam",51.0,0.29,1.73,29.7,C,Ling,Hanzo,Minsitthar,Xavier,Nolan,Akai,Khufra,Gatotkaca,Carmilla,Baxia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_fbb5065b6ff174d1a20ccf5b7f523514.png
30d,Past 30 days,legend,Legend,46,129,Zetian,Mage,Mid Lane,50.93,1.52,4.63,36.2,B,Lolita,Tigreal,Natalia,Helcurt,Sun,Harley,Lesley,Natalia,Arlott,Karina,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_90/100_8d965f05f84621a51f799aeb8fb5f4c4.png
30d,Past 30 days,legend,Legend,47,74,Minsitthar,Fighter,"Exp Lane, Roam",50.87,0.65,6.31,33.6,B,Freya,Harith,Phoveus,Martis,Karrie,Estes,Hilda,Hylos,Johnson,Khaleed,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c5d24a1dad6cef21de2698a4ed1d80ce.png
30d,Past 30 days,legend,Legend,48,103,Paquito,"Fighter, Assassin",Exp Lane,50.87,1.82,47.4,62.9,S,Natalia,X.Borg,Karina,Sun,Estes,Alice,Aulus,Kimmy,Kaja,Natan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e2b6d9c6d82b4a27f0bb2710c8ead3e8.png
30d,Past 30 days,legend,Legend,49,33,Cyclops,Mage,Mid Lane,50.75,0.65,0.32,29.6,C,Natalia,Marcel,Wanwan,Joy,Ling,Akai,Nana,Vale,Harley,Ixia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_68da456f9c01b2f88d29ee320db181ed.png
30d,Past 30 days,legend,Legend,50,100,Brody,Marksman,Gold Lane,50.67,1.08,2.24,32.3,B,Karina,Natalia,Belerick,Helcurt,Hilda,Harith,Popol and Kupa,Floryn,Rafaela,Kimmy,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f18e45a9a4cb45897e1f614593ff4497.png
30d,Past 30 days,legend,Legend,51,4,Alice,"Tank, Mage","Exp Lane, Jungle",50.61,0.57,2.91,30.5,B,Chip,Gloo,Tigreal,Johnson,Atlas,Angela,Cici,Argus,Diggie,Masha,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_18300163a5a912a84adb52b8d59b4618.png
30d,Past 30 days,legend,Legend,52,90,Silvanna,Fighter,Exp Lane,50.54,1.03,2.08,31.7,B,Aamon,Angela,Floryn,Rafaela,Cyclops,Hilda,Estes,Tigreal,Gatotkaca,Johnson,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5e7b297af7c6e32a420b897aa4998071.png
30d,Past 30 days,legend,Legend,53,82,Terizla,"Fighter, Tank",Exp Lane,50.43,0.35,0.26,27.6,C,Baxia,Lolita,Phoveus,Argus,Ruby,Angela,Sun,Bane,Floryn,Estes,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c4bb270c28c7be663f57e993b0d6d3d8.png
30d,Past 30 days,legend,Legend,54,31,Moskov,Marksman,Gold Lane,50.38,0.88,0.33,29.7,C,Gloo,Joy,Fanny,Beatrix,Ling,Faramis,Marcel,Masha,Popol and Kupa,Joy,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_a60a866ab6752a7f66766e720da987ea.png
30d,Past 30 days,legend,Legend,55,1,Miya,Marksman,Gold Lane,50.34,3.16,12.61,46.0,A,Saber,Obsidia,Irithel,Moskov,Guinevere,Johnson,Franco,Harith,Silvanna,Gloo,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da894b37bfb5cadb32307f371f31918a.png
30d,Past 30 days,legend,Legend,56,62,Kaja,"Support, Fighter",Roam,50.24,0.61,21.23,40.8,B,Valir,Akai,Beatrix,Kimmy,Grock,Rafaela,Aurora,Carmilla,Odette,Faramis,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_a23983833ad5bee7c83422c8ff727115.png
30d,Past 30 days,legend,Legend,57,116,Julian,"Assassin, Fighter",Jungle,50.14,0.83,1.6,29.6,C,Esmeralda,Faramis,Aulus,Alice,Phoveus,Johnson,Tigreal,Benedetta,Chip,Atlas,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5511ddc0ad2789b525f32ef572b017eb.png
30d,Past 30 days,legend,Legend,58,126,Suyou,"Assassin, Fighter",Jungle,50.11,0.81,1.18,29.2,C,Sun,Natalia,X.Borg,Tigreal,Yin,Granger,Barats,Esmeralda,Lesley,Freya,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_20/100_5e4ca70172332dde18bb1dc158ccc5c8.png
30d,Past 30 days,legend,Legend,59,91,Cecilion,Mage,Mid Lane,50.1,0.63,0.18,27.9,C,Lolita,Barats,Diggie,Phoveus,Hylos,Marcel,Carmilla,Harley,Brody,Masha,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_045399c265021d47da6512e6de20b64f.png
30d,Past 30 days,legend,Legend,60,59,Uranus,Tank,Exp Lane,50.06,0.37,0.5,26.9,C,Yin,Gatotkaca,Granger,Zhask,Grock,Angela,Bane,Natalia,Diggie,Pharsa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2e15a0a506aaecd9b3de40a8cc9f7ec7.png
30d,Past 30 days,legend,Legend,61,9,Akai,Tank,Roam,49.99,0.38,2.06,27.7,C,Granger,Silvanna,Ixia,Alucard,Zilong,Natalia,Angela,Helcurt,Rafaela,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_28f223447f0174336ff0922d364d81d3.png
30d,Past 30 days,legend,Legend,62,119,Novaria,Mage,Mid Lane,49.94,1.48,4.21,33.3,B,Hanabi,Tigreal,Belerick,Valir,X.Borg,Khufra,Baxia,Harley,Cyclops,Aulus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_57eeea6d5bd8d21229de8df79751db9f.png
30d,Past 30 days,legend,Legend,63,118,Joy,Assassin,Jungle,49.93,0.14,0.24,25.5,C,Sun,Lolita,X.Borg,Hanabi,Uranus,Zhuxin,Karina,Wanwan,Hero #133,Moskov,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d3a3a55c22000ae78732fed8cba2efef.png
30d,Past 30 days,legend,Legend,64,77,Badang,Fighter,"Exp Lane, Roam",49.9,1.47,5.62,34.0,B,Fanny,Sun,Zilong,Hilda,Helcurt,Argus,Saber,Aulus,Cici,Aldous,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9fb1784545a48aef42241fc7a719c575.png
30d,Past 30 days,legend,Legend,65,115,Xavier,Mage,Mid Lane,49.9,0.58,0.17,27.2,C,Belerick,Barats,Atlas,Hylos,Carmilla,Khufra,Masha,Marcel,Minotaur,Kalea,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_df0a8dfc494f85ed9bbc4512cc1e5d3c.png
30d,Past 30 days,legend,Legend,66,63,Selena,"Assassin, Mage",,49.87,1.29,3.9,32.2,B,X.Borg,Benedetta,Yin,Ixia,Beatrix,Floryn,Diggie,Rafaela,Edith,Mathilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c3f967121519ae40509c5b2fdf52b19d.png
30d,Past 30 days,legend,Legend,67,109,Aamon,Assassin,Jungle,49.85,0.71,3.6,29.6,C,Cici,Marcel,Claude,Hilda,Yin,Tigreal,Gatotkaca,Lolita,Akai,Grock,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b3a7602fe7ffd1e54bf8ea79ceadfa72.png
30d,Past 30 days,legend,Legend,68,35,Hilda,"Fighter, Tank","Roam, Exp Lane",49.81,0.6,4.66,29.7,C,Granger,Yin,Helcurt,Saber,Zilong,Silvanna,Zilong,Minsitthar,Helcurt,Saber,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_acd700708dc515f5c63a08f8835a9941.png
30d,Past 30 days,legend,Legend,69,66,Vale,Mage,Mid Lane,49.77,0.59,0.35,27.0,C,Odette,Rafaela,Julian,Zilong,Silvanna,Hilda,Zilong,Balmond,Cyclops,Sun,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2a7a8d1531a1c4f8524880413535348d.png
30d,Past 30 days,legend,Legend,70,131,Sora,"Fighter, Assassin",Exp Lane,49.71,0.54,3.26,28.4,C,Estes,Popol and Kupa,Karina,Rafaela,Bane,Aulus,Bane,Floryn,Rafaela,Lukas,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_40/100_8143d7bbd4318d7c699908e808de885e.png
30d,Past 30 days,legend,Legend,71,83,X.Borg,Fighter,Exp Lane,49.68,0.6,2.47,28.1,C,Barats,Baxia,Terizla,Martis,Balmond,Aldous,Sun,Hilda,Karrie,Natalia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_efe9c7ed8d8f84f1bb0f88a3e08de5fc.png
30d,Past 30 days,legend,Legend,72,29,Ruby,Fighter,Exp Lane,49.68,0.32,0.35,25.7,C,Sun,Gloo,Lunox,Masha,Fanny,Faramis,Aulus,Floryn,Estes,Alucard,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4b96c75b136290576d849309722d4d20.png
30d,Past 30 days,legend,Legend,73,114,Melissa,Marksman,Gold Lane,49.65,0.81,6.34,31.2,B,Lolita,Alucard,Natalia,Karina,Aldous,Popol and Kupa,Chip,Natalia,Harith,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_1fa7436301fea3f13fbcd4772051d22d.png
30d,Past 30 days,legend,Legend,74,69,Hanzo,Assassin,Jungle,49.63,0.59,22.07,39.7,B,Balmond,Ixia,Franco,Diggie,Layla,Hilda,Dyrroth,Valir,Hylos,Gatotkaca,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_d2d28d2fcb060726fa27553920ca1a33.png
