timeframe,timeframe_name,rank,rank_name,ranking,heroid,name,roles,lanes,win_rate_pct,pick_rate_pct,ban_rate_pct,meta_score,tier,counter_1,counter_2,counter_3,counter_4,counter_5,synergy_1,synergy_2,synergy_3,synergy_4,synergy_5,avatar_url
1d,Past 1 day,mythical_honor,Mythical Honor,89,129,Zetian,Mage,Mid Lane,47.47,1.84,1.31,26.8,C,Lolita,Tigreal,Karina,Natalia,Pharsa,Yve,Zhuxin,Chang'e,Luo Yi,Baxia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_90/100_8d965f05f84621a51f799aeb8fb5f4c4.png
1d,Past 1 day,mythical_honor,Mythical Honor,90,116,Julian,"Assassin, Fighter",Jungle,47.43,0.58,0.16,21.0,C,Odette,Harith,Bane,Johnson,Phoveus,Benedetta,Yin,Marcel,Johnson,Lancelot,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5511ddc0ad2789b525f32ef572b017eb.png
1d,Past 1 day,mythical_honor,Mythical Honor,91,74,Minsitthar,Fighter,"Exp Lane, Roam",47.26,0.46,3.57,22.1,C,Phoveus,Mathilda,Alpha,Hilda,Kimmy,Kalea,Phoveus,Harith,Lancelot,Zhuxin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c5d24a1dad6cef21de2698a4ed1d80ce.png
1d,Past 1 day,mythical_honor,Mythical Honor,92,66,Vale,Mage,Mid Lane,47.26,0.24,0.03,19.1,D,Baxia,Chip,Harith,Zhuxin,Edith,Zhask,Lunox,Chip,Martis,Diggie,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2a7a8d1531a1c4f8524880413535348d.png
1d,Past 1 day,mythical_honor,Mythical Honor,93,82,Terizla,"Fighter, Tank",Exp Lane,46.99,0.25,0.03,18.5,D,Johnson,Khaleed,Popol and Kupa,Odette,Masha,Roger,Balmond,Aldous,Faramis,Popol and Kupa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c4bb270c28c7be663f57e993b0d6d3d8.png
1d,Past 1 day,mythical_honor,Mythical Honor,94,37,Lapu-Lapu,Fighter,Exp Lane,46.91,0.43,0.05,19.0,D,Wanwan,Leomord,Chang'e,Hanzo,Luo Yi,Sora,Argus,Ruby,Cici,Khaleed,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_28036c4584c914c5aad4d2feeafb2452.png
1d,Past 1 day,mythical_honor,Mythical Honor,95,81,Esmeralda,"Tank, Mage",Exp Lane,46.9,1.02,2.2,22.6,C,Lolita,Hilda,Lapu-Lapu,Yin,Chou,Kalea,Baxia,Natan,Bane,Karina,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4661a64a2c6b724e7b67032fcbface27.png
1d,Past 1 day,mythical_honor,Mythical Honor,96,60,Hanabi,Marksman,Gold Lane,46.88,1.03,1.8,22.4,C,Popol and Kupa,Grock,Baxia,Harley,Akai,Moskov,Brody,Melissa,Chip,Harith,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_8a9c1966feb34e85d7bdcc1ed01ffb5d.png
1d,Past 1 day,mythical_honor,Mythical Honor,97,53,Lesley,"Marksman, Assassin",Gold Lane,46.84,1.29,2.44,23.7,C,Baxia,Faramis,Edith,Joy,Gatotkaca,Wanwan,Irithel,Claude,Karrie,Harith,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_08770893183018333f54a98e63c41ee3.png
1d,Past 1 day,mythical_honor,Mythical Honor,98,9,Akai,Tank,Roam,46.79,0.31,0.67,18.6,D,Jawhead,Baxia,Khaleed,Fredrinn,Gatotkaca,Lolita,Zhask,Helcurt,Jawhead,Natalia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_28f223447f0174336ff0922d364d81d3.png
1d,Past 1 day,mythical_honor,Mythical Honor,99,102,Mathilda,"Support, Assassin",Roam,46.67,0.34,0.52,18.3,D,Luo Yi,Kalea,Silvanna,Alpha,Baxia,Natalia,Helcurt,Grock,Atlas,Kalea,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_24d08ed788a9f5984bcf3b732ddcaf04.png
1d,Past 1 day,mythical_honor,Mythical Honor,100,65,Claude,Marksman,Gold Lane,46.63,0.86,0.07,20.0,C,Lolita,Balmond,Roger,Aldous,Khaleed,Lesley,Bruno,Irithel,Ixia,Chip,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e1097b9d3e1d5e9f14600d32e8b18acd.png
1d,Past 1 day,mythical_honor,Mythical Honor,101,51,Helcurt,Assassin,Jungle,46.59,0.27,1.38,18.4,D,Lolita,Faramis,Valentina,Kalea,Hanzo,Hylos,Mathilda,Roger,Akai,Harith,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6abf0c552b59b8ca4cbc1af3662ef176.png
1d,Past 1 day,mythical_honor,Mythical Honor,102,106,Phoveus,Fighter,Exp Lane,46.51,0.23,0.11,17.2,D,Wanwan,Kalea,Freya,Vale,Harith,Aldous,Zilong,Ruby,Minsitthar,Gatotkaca,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_06/100_af21c0dd8b5308c27974bff900803a9a.png
1d,Past 1 day,mythical_honor,Mythical Honor,103,90,Silvanna,Fighter,Exp Lane,46.51,0.31,0.16,17.6,D,Zilong,Yve,Kalea,Gord,Hilda,Faramis,Hilda,Harith,Lunox,Alice,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5e7b297af7c6e32a420b897aa4998071.png
1d,Past 1 day,mythical_honor,Mythical Honor,104,96,Luo Yi,Mage,Mid Lane,46.5,0.17,0.04,17.0,D,Lolita,Popol and Kupa,Phoveus,Natalia,Hilda,Zhuxin,Pharsa,Lunox,Kagura,Khaleed,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_103541726507f5ce102689f04fe215e8.png
1d,Past 1 day,mythical_honor,Mythical Honor,105,58,Martis,Fighter,Jungle,46.47,0.37,0.09,17.7,D,Chip,Baxia,Yve,Popol and Kupa,Hilda,Hayabusa,Hanzo,Harith,Vale,Yi Sun-shin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_cc8124b0eb6ca22d950b000744d69fbf.png
1d,Past 1 day,mythical_honor,Mythical Honor,106,128,Kalea,"Support, Fighter",Roam,46.24,0.18,0.31,16.5,D,Johnson,Baxia,Chou,Zhask,Leomord,Hylos,Marcel,Khufra,Chip,Minsitthar,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_64/100_4f3d4649e301c76daf20bd8811f3095c.png
1d,Past 1 day,mythical_honor,Mythical Honor,107,38,Vexana,Mage,Mid Lane,46.21,0.89,0.23,19.2,D,Chip,Layla,Gloo,Phoveus,Harith,Xavier,Chip,Zhask,Cyclops,Natalia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_743edd1702084c4ed247908d698bca77.png
1d,Past 1 day,mythical_honor,Mythical Honor,108,21,Hayabusa,Assassin,Jungle,46.12,0.73,0.64,18.6,D,Yve,Karina,Zhuxin,Aamon,Balmond,Lancelot,Martis,Kalea,Ling,Hylos,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9cc074562291a02644a0ddae28eeaa42.png
1d,Past 1 day,mythical_honor,Mythical Honor,109,27,Sun,Fighter,"Exp Lane, Jungle",46.0,0.76,5.29,21.2,C,Layla,Gatotkaca,Wanwan,Hayabusa,Cici,Lapu-Lapu,X.Borg,Phoveus,Cici,Thamuz,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_117b5cdcc13232157075ce7b7f6177e9.png
1d,Past 1 day,mythical_honor,Mythical Honor,110,89,Wanwan,Marksman,Gold Lane,45.82,0.12,0.03,15.1,D,Baxia,Uranus,Yve,Kalea,Harith,Ixia,Brody,Lesley,Karrie,Granger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_44bfa1dc44deb8d7620605faaa9ffae7.png
1d,Past 1 day,mythical_honor,Mythical Honor,111,55,Angela,Support,Roam,45.65,1.9,6.3,25.5,C,Faramis,Marcel,Natalia,Balmond,Alpha,Kalea,Johnson,Grock,Tigreal,Carmilla,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c7e0183956b2c2fd6d3fa0b18fe46917.png
1d,Past 1 day,mythical_honor,Mythical Honor,112,49,Hylos,Tank,Roam,45.58,0.26,0.06,15.0,D,Hilda,Franco,Yin,Lunox,Nana,Kalea,Helcurt,Lolita,Hayabusa,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_195ad9af866afaab415ae23a6be13b45.png
1d,Past 1 day,mythical_honor,Mythical Honor,113,17,Fanny,Assassin,Jungle,45.21,0.71,1.57,16.8,D,Yve,X.Borg,Baxia,Zhask,Gord,Ling,Hero #133,Dyrroth,Leomord,Akai,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3391df36d6dcc54dd1c417098e15ec59.png
1d,Past 1 day,mythical_honor,Mythical Honor,114,54,Jawhead,Fighter,,45.13,0.14,0.04,13.4,D,Pharsa,Marcel,Luo Yi,Layla,Ruby,Pharsa,Natalia,Chip,Roger,Baxia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_bd87c30b6c7de6ae3b5aa56162c48c8b.png
1d,Past 1 day,mythical_honor,Mythical Honor,115,32,Johnson,"Tank, Support",Roam,44.98,0.35,0.39,14.1,D,Helcurt,Roger,Gatotkaca,Baxia,Joy,Lolita,Marcel,Diggie,Chip,Lunox,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_85ff988c6660b4d04f8dd3d40df988bb.png
1d,Past 1 day,mythical_honor,Mythical Honor,116,83,X.Borg,Fighter,Exp Lane,44.97,0.44,0.47,14.4,D,Chip,Baxia,Ruby,Hylos,Aamon,Luo Yi,Helcurt,Yve,Alpha,Argus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_efe9c7ed8d8f84f1bb0f88a3e08de5fc.png
1d,Past 1 day,mythical_honor,Mythical Honor,117,40,Karrie,Marksman,Gold Lane,44.91,0.54,0.78,14.9,D,Khaleed,Yve,Leomord,Chip,Akai,Wanwan,Lesley,Harith,Yve,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_294576f2bd0dcbcc9041031969d0eb09.png
1d,Past 1 day,mythical_honor,Mythical Honor,118,44,Grock,"Tank, Fighter","Roam, Exp Lane",44.81,0.3,0.33,13.4,D,Terizla,Wanwan,Layla,Khaleed,Phoveus,Hilda,Bane,Tigreal,Mathilda,Atlas,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_902/100_f8b8c8964d3202b7b762947ac96f1ed3.png
1d,Past 1 day,mythical_honor,Mythical Honor,119,26,Chou,Fighter,"Exp Lane, Roam",44.69,0.69,1.03,15.1,D,Luo Yi,Vale,Lolita,Gatotkaca,X.Borg,Diggie,Thamuz,Leomord,Estes,Kimmy,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_158209b180032c4564b8f3bde8c48888.png
1d,Past 1 day,mythical_honor,Mythical Honor,120,18,Layla,Marksman,Gold Lane,44.46,0.31,0.21,12.5,D,Chip,Luo Yi,Edith,Zhuxin,Kalea,Granger,Freya,Lunox,Popol and Kupa,Joy,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b2b38e9406ea0de0b866db7674feea0f.png
1d,Past 1 day,mythical_honor,Mythical Honor,121,41,Gatotkaca,"Tank, Fighter","Roam, Exp Lane",44.46,0.24,0.06,12.1,D,Faramis,Terizla,Kalea,Khaleed,Alucard,Phoveus,Luo Yi,Chip,Baxia,Lylia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_96f9dbbc096e0f0a28f9b9e587d06a9c.png
1d,Past 1 day,mythical_honor,Mythical Honor,122,8,Karina,Assassin,Jungle,44.44,0.54,1.01,13.9,D,Wanwan,Aldous,Chip,Edith,Hanzo,Lancelot,Leomord,Lolita,Aamon,Yin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f49394186dc0e55d545da8377be83280.png
1d,Past 1 day,mythical_honor,Mythical Honor,123,35,Hilda,"Fighter, Tank","Roam, Exp Lane",44.34,0.22,0.34,11.9,D,Faramis,Jawhead,Alucard,Yve,Baxia,Chip,Lolita,Grock,Zhuxin,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_acd700708dc515f5c63a08f8835a9941.png
1d,Past 1 day,mythical_honor,Mythical Honor,124,69,Hanzo,Assassin,Jungle,44.23,0.5,14.88,21.5,C,Alpha,Diggie,Zilong,Layla,Thamuz,Aamon,Roger,Martis,Hilda,Lunox,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_d2d28d2fcb060726fa27553920ca1a33.png
1d,Past 1 day,mythical_honor,Mythical Honor,125,61,Chang'e,Mage,Mid Lane,43.22,0.33,0.04,9.4,D,Natalia,Faramis,Popol and Kupa,Phoveus,Gatotkaca,Zhuxin,Eudora,Yve,Chip,Franco,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_46cfe9c30e8a14f85b4d022496aca274.png
1d,Past 1 day,mythical_honor,Mythical Honor,126,28,Alpha,Fighter,"Jungle, Exp Lane",43.18,0.47,0.09,9.9,D,Lolita,Kalea,Khaleed,Joy,Khufra,Aldous,X.Borg,Hylos,Chip,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_86c9f91f530727db6498f920d19180d1.png
1d,Past 1 day,mythical_honor,Mythical Honor,127,39,Roger,"Fighter, Marksman",Jungle,42.31,0.21,0.04,6.7,D,Baxia,Harley,Bane,Vexana,Faramis,Terizla,Jawhead,Hanzo,Yin,Helcurt,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b40e578f13465b3ae99d0a9baac7ecc9.png
1d,Past 1 day,mythical_honor,Mythical Honor,128,16,Zilong,"Fighter, Assassin",Exp Lane,42.16,0.14,0.12,6.0,D,Yve,Alpha,Lunox,Dyrroth,Natan,Phoveus,Cici,Wanwan,Zhuxin,Hilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9db57da4f0daef6d432676e4f19101ed.png
1d,Past 1 day,mythical_honor,Mythical Honor,129,5,Nana,Mage,Mid Lane,41.81,0.52,0.27,6.8,D,Yve,Faramis,Zhask,Thamuz,Phoveus,Zhask,Chip,Kimmy,Benedetta,Vale,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ee1e0d80d87bb614a0c552ef028f85ce.png
1d,Past 1 day,mythical_honor,Mythical Honor,130,2,Balmond,Fighter,,41.75,0.22,0.08,5.3,D,Edith,Kalea,Vale,Ruby,Atlas,Lolita,Chip,Terizla,Benedetta,Natan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18_2/100_df9a6990b1946d045e4d3a46c90725cf.png
1d,Past 1 day,mythical_honor,Mythical Honor,131,47,Lancelot,Assassin,Jungle,40.88,0.34,0.07,3.6,D,Aurora,Balmond,Joy,Yve,Lolita,Karina,Ling,Hayabusa,Alucard,Joy,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_dc4b821e49b904715172136017798da3.png
1d,Past 1 day,mythical_honor,Mythical Honor,132,6,Tigreal,Tank,Roam,40.5,0.93,1.74,6.0,D,Chip,Zilong,Lolita,Franco,Luo Yi,Floryn,Franco,Estes,Grock,Helcurt,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_8b30576754be1a4f8bebd09df8d6bec7.png
1d,Past 1 day,mythical_honor,Mythical Honor,133,10,Franco,Tank,Roam,37.74,0.41,1.21,2.4,D,Aldous,Hilda,Ruby,Lolita,Martis,Tigreal,Rafaela,Khufra,Chang'e,Floryn,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2928027062e3c2a97bc3fd4a84897012.png
1d,Past 1 day,mythical_glory,Mythical Glory+,1,108,Aulus,Fighter,Jungle,60.72,1.81,33.43,79.1,S+,Chip,Silvanna,Zhask,Kaja,Marcel,Uranus,Cici,Harley,Gatotkaca,Valentina,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_40839957990dbb59a9e5ec4da9f85a8e.png
1d,Past 1 day,mythical_glory,Mythical Glory+,2,124,Chip,"Support, Tank",Roam,58.07,0.17,1.24,46.6,A,Pharsa,Zilong,Lolita,X.Borg,Silvanna,Franco,Khaleed,Mathilda,Johnson,Aurora,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_79224d297f14377ad2eda8543432330d.png
1d,Past 1 day,mythical_glory,Mythical Glory+,3,88,Masha,"Fighter, Tank",Exp Lane,57.83,1.28,41.72,74.7,S,Hilda,Khaleed,Lolita,Roger,Faramis,Uranus,Gatotkaca,Pharsa,Hilda,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c97a314dc260dfad1311512ddc03f936.png
1d,Past 1 day,mythical_glory,Mythical Glory+,4,22,Freya,Fighter,"Exp Lane, Jungle",57.48,0.95,3.47,49.6,A,Yve,Gatotkaca,Lolita,Zilong,Bane,Minsitthar,Luo Yi,Aldous,Yu Zhong,Terizla,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18_2/100_b9c34c88762ca8e66ccd4d84071bf0bc.png
1d,Past 1 day,mythical_glory,Mythical Glory+,5,14,Rafaela,Support,Roam,57.06,2.03,39.37,74.4,S,Bane,Marcel,Lancelot,Harley,Zilong,Hilda,Kalea,Gatotkaca,Lolita,Kaja,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_68277dce415742c4a98883151c693a07.png
1d,Past 1 day,mythical_glory,Mythical Glory+,6,132,Marcel,"Tank, Support","Exp Lane, Roam",55.65,0.46,82.51,71.0,S,Zhask,Popol and Kupa,Atlas,Karina,Thamuz,Floryn,Jawhead,Kalea,Johnson,Hylos,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b3a7602fe7ffd1e54bf8ea79ceadfa72.png
1d,Past 1 day,mythical_glory,Mythical Glory+,7,48,Diggie,Support,Roam,55.54,0.67,25.06,56.6,A,Phoveus,Silvanna,Faramis,Martis,Karina,Kalea,Roger,Johnson,Helcurt,Phoveus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b1bdf46136cb8a7903dae6d58e8349cb.png
1d,Past 1 day,mythical_glory,Mythical Glory+,8,24,Natalia,Assassin,"Jungle, Roam",55.27,0.19,0.37,39.2,B,Edith,Faramis,Popol and Kupa,Terizla,Baxia,Gatotkaca,Karina,Layla,Grock,Yi Sun-shin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_fbb5065b6ff174d1a20ccf5b7f523514.png
1d,Past 1 day,mythical_glory,Mythical Glory+,9,125,Zhuxin,Mage,Mid Lane,55.22,0.68,0.52,41.1,B,Zilong,Franco,Karrie,Silvanna,Hilda,Vale,Zhask,Nana,Luo Yi,Gord,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_595f85bc90df3889c711c6b1f02dc02d.png
1d,Past 1 day,mythical_glory,Mythical Glory+,10,109,Aamon,Assassin,Jungle,54.69,0.68,1.25,40.2,B,Khaleed,Kalea,Valentina,Grock,Gatotkaca,Lancelot,Yin,Hero #133,Roger,Suyou,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b3a7602fe7ffd1e54bf8ea79ceadfa72.png
1d,Past 1 day,mythical_glory,Mythical Glory+,11,46,Odette,Mage,Mid Lane,54.61,0.78,0.7,40.1,B,Bane,Aurora,Chip,Hylos,Cyclops,Luo Yi,Khaleed,Zhask,Phoveus,Jawhead,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_d9251718a8894546ba04cfa9ca68dedc.png
1d,Past 1 day,mythical_glory,Mythical Glory+,12,87,Baxia,Tank,Jungle,54.59,0.22,0.19,37.5,B,Roger,Chou,Zilong,Ruby,Martis,Ling,Hayabusa,Alpha,Marcel,Hero #133,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_80e408203869ca99302af195ac4f756c.png
1d,Past 1 day,mythical_glory,Mythical Glory+,13,93,Atlas,Tank,Roam,54.11,1.58,29.29,59.2,A,Popol and Kupa,Diggie,Ixia,Franco,Vale,Hilda,Grock,Angela,Bane,Jawhead,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d974ac796678180ff8724b88e192898b.png
1d,Past 1 day,mythical_glory,Mythical Glory+,14,19,Minotaur,"Tank, Support",Roam,54.1,2.43,30.43,63.2,S,Pharsa,Vexana,Kalea,Jawhead,Popol and Kupa,Grock,Kalea,Zilong,Helcurt,Balmond,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3ecd2c0843df7ec85044dafff6bf4553.png
1d,Past 1 day,mythical_glory,Mythical Glory+,15,92,Carmilla,"Support, Tank",Roam,53.86,1.97,45.16,69.6,S,Chip,Hilda,Popol and Kupa,Alpha,Ixia,Franco,Natalia,Marcel,Yve,Chip,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6fb8f120dafdcbc1b5da2a2667016ad5.png
1d,Past 1 day,mythical_glory,Mythical Glory+,16,63,Selena,"Assassin, Mage",,53.67,2.03,5.21,45.4,A,Yve,Khaleed,Faramis,Jawhead,Bane,Gord,Kalea,Lapu-Lapu,Valentina,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c3f967121519ae40509c5b2fdf52b19d.png
1d,Past 1 day,mythical_glory,Mythical Glory+,17,59,Uranus,Tank,Exp Lane,53.46,0.5,0.27,35.8,B,Phoveus,Zilong,Alucard,Lancelot,Balmond,Cici,Bane,Esmeralda,Ruby,Thamuz,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2e15a0a506aaecd9b3de40a8cc9f7ec7.png
1d,Past 1 day,mythical_glory,Mythical Glory+,18,25,Kagura,Mage,Mid Lane,53.41,1.75,2.36,41.9,B,Lolita,Chang'e,X.Borg,Layla,Roger,Chang'e,Zhask,Aurora,Xavier,Yve,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da424b020b8ac8235d64a1b8a09aa749.png
1d,Past 1 day,mythical_glory,Mythical Glory+,19,79,Granger,Marksman,Gold Lane,53.41,2.35,6.38,46.8,A,Hylos,Zilong,Chang'e,Gatotkaca,Balmond,Hanabi,Melissa,Wanwan,Obsidia,Lesley,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_22/100_a7729262d5b4abdc34ae5181e964c235.png
1d,Past 1 day,mythical_glory,Mythical Glory+,20,105,Beatrix,Marksman,Gold Lane,53.39,1.65,5.42,43.3,B,Luo Yi,Baxia,Franco,Estes,Zilong,Lesley,Melissa,Irithel,Brody,Franco,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4687eca874feec9017b448a0b9110d65.png
1d,Past 1 day,mythical_glory,Mythical Glory+,21,97,Benedetta,"Assassin, Fighter",Exp Lane,52.99,0.65,0.31,35.3,B,Yve,Popol and Kupa,Hylos,Leomord,Pharsa,Aldous,Bane,Phoveus,Lapu-Lapu,Sun,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b4a5e537894bdc00787e80e4d3ada5dd.png
1d,Past 1 day,mythical_glory,Mythical Glory+,22,101,Yve,Mage,Mid Lane,52.86,0.18,0.02,32.9,B,Balmond,Terizla,Chip,Argus,Irithel,Chang'e,Luo Yi,Valir,Faramis,Lylia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_d9b0a1d92b1c4b3643d6332fd66aa8e6.png
1d,Past 1 day,mythical_glory,Mythical Glory+,23,73,Harith,Mage,"Gold Lane, Mid Lane",52.81,0.33,0.06,33.4,B,Vale,Julian,Natalia,Melissa,Layla,Irithel,Hanabi,Roger,Hayabusa,Wanwan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d228a823b477fdf6c458c829c2e62bcf.png
1d,Past 1 day,mythical_glory,Mythical Glory+,24,75,Kadita,"Mage, Assassin",Mid Lane,52.81,1.59,5.28,41.6,B,Jawhead,Odette,Bane,Lolita,Arlott,Valir,Vale,Vexana,Harith,Alpha,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_42b40ae7741d2eb81148c8f1e1ff614c.png
1d,Past 1 day,mythical_glory,Mythical Glory+,25,78,Khufra,Tank,Roam,52.75,1.09,12.41,43.7,B,Silvanna,Hilda,Sora,Leomord,Natalia,Lolita,X.Borg,Mathilda,Franco,Marcel,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2fe99f4001211d18b3d2b95d0d3dc395.png
1d,Past 1 day,mythical_glory,Mythical Glory+,26,133,Hirara,,,52.48,0.78,90.27,64.3,S,Aurora,Natalia,Martis,Wanwan,Hanzo,Karina,Hayabusa,Silvanna,Ling,Aamon,https://akmweb.youngjoygame.com/web/svnres/img/test/homepage_2_2_16_1232_1/100_71224844b111f09367df00e4f9b97753.png
1d,Past 1 day,mythical_glory,Mythical Glory+,27,122,Nolan,Assassin,Jungle,52.3,1.49,2.59,38.3,B,Bane,X.Borg,Lolita,Alpha,Akai,Lancelot,Luo Yi,Hero #133,Balmond,Silvanna,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9012ee9f73fbb4db4e1953e5fb5172e1.png
1d,Past 1 day,mythical_glory,Mythical Glory+,28,3,Saber,Assassin,"Jungle, Roam",52.1,0.42,1.52,32.8,B,Balmond,Hilda,Mathilda,Hanzo,Luo Yi,Lancelot,Leomord,Lolita,Julian,Chip,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6bbfac806f29d29f17fea9e98d2d2fee.png
1d,Past 1 day,mythical_glory,Mythical Glory+,29,23,Gord,Mage,Mid Lane,52.07,0.59,0.07,32.6,B,Zilong,Zhask,Balmond,Wanwan,Grock,Eudora,Xavier,Zhuxin,Valir,Jawhead,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_9513f5e10ec33f76747732eaf2082259.png
1d,Past 1 day,mythical_glory,Mythical Glory+,30,113,Yin,"Fighter, Assassin","Jungle, Exp Lane",51.99,0.33,0.13,31.4,B,Lylia,Gatotkaca,Lunox,Akai,X.Borg,Aamon,Thamuz,Sun,Bane,Aldous,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_ee1c12c84f49514a30e405fb5c617796.png
1d,Past 1 day,mythical_glory,Mythical Glory+,31,120,Arlott,"Fighter, Assassin",Exp Lane,51.74,0.61,0.19,31.9,B,Terizla,Cici,Edith,Bane,Vale,Cici,Ruby,Roger,Yin,Edith,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f666faa5ec6be5353f10dcd1d8997a42.png
1d,Past 1 day,mythical_glory,Mythical Glory+,32,110,Valentina,Mage,Mid Lane,51.73,0.61,0.37,32.0,B,Balmond,Hilda,Terizla,Silvanna,Faramis,Luo Yi,Nana,Jawhead,Novaria,Lylia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_24837021ec9d7aaf41b13fa55b6d13c9.png
1d,Past 1 day,mythical_glory,Mythical Glory+,33,64,Aldous,Fighter,Exp Lane,51.54,0.23,0.15,29.9,C,Hylos,Jawhead,Marcel,Lylia,Bane,Thamuz,Yve,Lolita,Benedetta,Argus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0eb32187d08f14779585a8be53b83f01.png
